Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,collector_type_source,When was the last time you searched for answers to your questions online?,Which of the following tools did you use to find answers to your questions? Select the one you used first if you used multiple.,,Gender,Age,Major US Region,Device,Household Income
118682842991,457665022,09/02/2024 11:41:25 AM,09/02/2024 11:41:42 AM,,,,,e875753e173eeae55b62c49653,smc,Today,Google,,female,30_to_44,west_south_central,android_mobile,10000_to_24999
118682842983,457665022,09/02/2024 11:41:23 AM,09/02/2024 11:41:40 AM,,,,,bb95ca810d94dbb9652f1b8f35,smc,Yesterday,ChatGPT,,male,30_to_44,south_atlantic,ios_mobile,75000_to_99999
118682842951,457665022,09/02/2024 11:41:25 AM,09/02/2024 11:41:37 AM,,,,,de6b7452b048c02d9eed9f4648,smc,Yesterday,ChatGPT,,female,30_to_44,middle_atlantic,ios_mobile,10000_to_24999
118682841535,457665022,09/02/2024 11:38:05 AM,09/02/2024 11:38:24 AM,,,,,1fd97e4d04662075852b984c09,smc,Today,Google,,male,45_to_60,pacific,android_mobile,200000_and_up
118682837097,457665022,09/02/2024 11:28:36 AM,09/02/2024 11:28:51 AM,,,,,60708af3e07a0076af7f5b7bff,smc,Last hour,Google,,female,45_to_60,new_england,ios_mobile,50000_to_74999
118682836832,457665022,09/02/2024 11:28:02 AM,09/02/2024 11:28:16 AM,,,,,7d4ac6224cd37fc42d31907999,smc,This week,Google,,female,30_to_44,west_south_central,ios_mobile,10000_to_24999
118682835613,457665022,09/02/2024 11:25:07 AM,09/02/2024 11:25:29 AM,,,,,38f84437817c1a7df1bb3d2e71,smc,This week,Bing,,female,45_to_60,east_north_central,android_mobile,50000_to_74999
118682833457,457665022,09/02/2024 11:20:42 AM,09/02/2024 11:20:55 AM,,,,,95cd5a87f9378f3cea1bb7c4cc,smc,This week,Google,,male,18_to_29,pacific,android_mobile,0_to_9999
118682832836,457665022,09/02/2024 11:19:29 AM,09/02/2024 11:19:40 AM,,,,,d47070e48ebd2ad0b8a4ff964a,smc,Today,Google,,female,30_to_44,east_north_central,android_mobile,50000_to_74999
118682829701,457665022,09/02/2024 11:13:01 AM,09/02/2024 11:13:16 AM,,,,,794099cf249a4e1945ae775216,smc,Yesterday,Google,,female,18_to_29,mountain,android_mobile,0_to_9999
118682822226,457665022,09/02/2024 10:58:15 AM,09/02/2024 10:58:30 AM,,,,,906201e677606b1a358482da24,smc,Yesterday,Google,,female,45_to_60,east_south_central,android_mobile,75000_to_99999
118682822114,457665022,09/02/2024 10:57:55 AM,09/02/2024 10:58:15 AM,,,,,23dadf295970355d9de50fce01,smc,Today,Google,,male,30_to_44,mountain,ios_mobile,10000_to_24999
118682819441,457665022,09/02/2024 10:52:15 AM,09/02/2024 10:52:34 AM,,,,,053e2f95f345bf79e9e404f6d0,smc,Yesterday,Google,,male,30_to_44,west_south_central,android_mobile,100000_to_124999
118682815907,457665022,09/02/2024 10:45:17 AM,09/02/2024 10:45:40 AM,,,,,51a54e4012b83c9cd1059a6170,smc,Last hour,Google,,female,30_to_44,mountain,android_mobile,0_to_9999
118682814769,457665022,09/02/2024 10:43:02 AM,09/02/2024 10:43:20 AM,,,,,32c838248d707b557bb75d4232,smc,Yesterday,Google,,female,30_to_44,pacific,ios_mobile,25000_to_49999
118682814316,457665022,09/02/2024 10:41:59 AM,09/02/2024 10:42:20 AM,,,,,1f78ffd04f53145486524f8786,smc,Today,Google,,female,30_to_44,south_atlantic,android_mobile,75000_to_99999
118682812903,457665022,09/02/2024 10:38:45 AM,09/02/2024 10:39:24 AM,,,,,18e9a96d55e2cbf6ff1aec0b96,smc,This week,Google,,female,30_to_44,,android_mobile,100000_to_124999
118682810598,457665022,09/02/2024 10:34:10 AM,09/02/2024 10:34:29 AM,,,,,405b67f94d0fae8f5c749fbc61,smc,Last hour,Google,,female,18_to_29,middle_atlantic,ios_mobile,25000_to_49999
118682803188,457665022,09/02/2024 10:18:07 AM,09/02/2024 10:18:35 AM,,,,,41d13366ea19c6cda88dd8cd1c,smc,Today,Google,,male,30_to_44,south_atlantic,ios_mobile,75000_to_99999
118682802640,457665022,09/02/2024 10:17:17 AM,09/02/2024 10:17:28 AM,,,,,2f52df2fc66fa3ca50ed501157,smc,Today,Bing,,male,18_to_29,east_north_central,ios_mobile,25000_to_49999
118682800717,457665022,09/02/2024 10:13:31 AM,09/02/2024 10:13:45 AM,,,,,5d6aa1939435dda0796f06d2f9,smc,Today,Google,,female,30_to_44,east_north_central,ios_mobile,75000_to_99999
118682799819,457665022,09/02/2024 10:11:46 AM,09/02/2024 10:12:06 AM,,,,,56289beb40103d119bd2af403a,smc,Last hour,Yahoo,,female,18_to_29,pacific,ios_mobile,25000_to_49999
118682799605,457665022,09/02/2024 10:11:26 AM,09/02/2024 10:11:41 AM,,,,,578c906ec19539a5463f2370c0,smc,This month,Google,,female,30_to_44,south_atlantic,ios_mobile,25000_to_49999
118682798631,457665022,09/02/2024 10:09:34 AM,09/02/2024 10:09:49 AM,,,,,e0a5e37c03f0f79f3e238776c3,smc,Yesterday,Google,,female,30_to_44,pacific,android_mobile,75000_to_99999
118682794136,457665022,09/02/2024 10:00:40 AM,09/02/2024 10:01:15 AM,,,,,775ffb363e3af11c58e9fe6708,smc,Today,Yahoo,,male,45_to_60,east_south_central,android_mobile,10000_to_24999
118682786122,457665022,09/02/2024 09:44:39 AM,09/02/2024 09:44:57 AM,,,,,f79bb844fc8781391bbaffb365,smc,Yesterday,Google,,female,30_to_44,south_atlantic,ios_mobile,10000_to_24999
118682785803,457665022,09/02/2024 09:44:01 AM,09/02/2024 09:44:17 AM,,,,,294fae0d832da3552b3d55d766,smc,Today,Google,,female,30_to_44,east_north_central,android_mobile,100000_to_124999
118682784694,457665022,09/02/2024 09:41:49 AM,09/02/2024 09:42:01 AM,,,,,4d3fa609bd0dbfeb5fb22ce080,smc,Yesterday,Google,,male,30_to_44,new_england,android_mobile,50000_to_74999
118682779764,457665022,09/02/2024 09:32:08 AM,09/02/2024 09:32:19 AM,,,,,0f28da294699271d1b3b855b37,smc,Yesterday,ChatGPT,,male,30_to_44,pacific,ios_mobile,50000_to_74999
118682778952,457665022,09/02/2024 09:30:31 AM,09/02/2024 09:30:43 AM,,,,,e7040f644180054f6f73bc48d1,smc,Last hour,Google,,female,18_to_29,west_south_central,ios_mobile,25000_to_49999
118682778404,457665022,09/02/2024 09:29:26 AM,09/02/2024 09:29:41 AM,,,,,b894eb61ecff34a315310311b5,smc,Yesterday,ChatGPT,,female,30_to_44,south_atlantic,android_mobile,25000_to_49999
118682777146,457665022,09/02/2024 09:26:55 AM,09/02/2024 09:27:14 AM,,,,,a7895a892507798966d8383bda,smc,Last hour,Google,,male,30_to_44,south_atlantic,ios_mobile,100000_to_124999
118682770301,457665022,09/02/2024 09:14:36 AM,09/02/2024 09:14:49 AM,,,,,82b5e168afcf3643cc9acaac21,smc,Yesterday,Google,,female,30_to_44,south_atlantic,android_mobile,50000_to_74999
118682770288,457665022,09/02/2024 09:14:30 AM,09/02/2024 09:14:48 AM,,,,,ea59b721b853481d3bcc4656bf,smc,Yesterday,Google,,female,30_to_44,east_south_central,ios_mobile,25000_to_49999
118682768398,457665022,09/02/2024 09:11:37 AM,09/02/2024 09:11:54 AM,,,,,ca847c10df154e89f4e72c37b1,smc,Yesterday,Google,,female,18_to_29,south_atlantic,android_mobile,10000_to_24999
118682767891,457665022,09/02/2024 09:10:36 AM,09/02/2024 09:11:01 AM,,,,,a42a2b7a31ee8c01a6e4c1f0b8,smc,Never,Yahoo,,female,60_above,east_north_central,ios_mobile,25000_to_49999
118682766795,457665022,09/02/2024 09:08:51 AM,09/02/2024 09:09:02 AM,,,,,aebfadb2405fd96152297b0b11,smc,Last hour,Google,,female,30_to_44,middle_atlantic,android_mobile,100000_to_124999
118682766132,457665022,09/02/2024 09:06:49 AM,09/02/2024 09:07:55 AM,,,,,6cfcf9ce01000abbb94d9346d3,smc,Last hour,Bing,,female,30_to_44,mountain,android_mobile,10000_to_24999
118682758155,457665022,09/02/2024 08:53:29 AM,09/02/2024 08:53:52 AM,,,,,7aaaa3e6603a82f6dfef5658e8,smc,Yesterday,Perplexity,,male,45_to_60,south_atlantic,ios_mobile,75000_to_99999
118682756889,457665022,09/02/2024 08:51:08 AM,09/02/2024 08:51:23 AM,,,,,95b635b6f07d6ccc12bc07b3e2,smc,Yesterday,Google,,female,30_to_44,west_south_central,ios_mobile,25000_to_49999
118682756681,457665022,09/02/2024 08:50:43 AM,09/02/2024 08:51:01 AM,,,,,3184e7acd0952a1766ccc9f08a,smc,This week,Claude,,male,18_to_29,middle_atlantic,ios_mobile,10000_to_24999
118682752028,457665022,09/02/2024 08:42:18 AM,09/02/2024 08:42:26 AM,,,,,ad6be4e3008ccff2943dd31336,smc,Yesterday,DuckDuckGo,,male,18_to_29,,ios_mobile,50000_to_74999
118682752015,457665022,09/02/2024 08:42:04 AM,09/02/2024 08:42:26 AM,,,,,4f8bd12e506a5409e7edb886a2,smc,Yesterday,Google,,female,18_to_29,middle_atlantic,ios_mobile,75000_to_99999
118682749969,457665022,09/02/2024 08:38:27 AM,09/02/2024 08:38:44 AM,,,,,88c495f232092d517ca2b17a8c,smc,This week,Bing,,female,18_to_29,east_north_central,android_mobile,0_to_9999
118682746682,457665022,09/02/2024 08:32:36 AM,09/02/2024 08:32:56 AM,,,,,7c034ae418df22ee14ea0a9c70,smc,Last hour,Bing,,female,30_to_44,mountain,ios_mobile,100000_to_124999
118682743638,457665022,09/02/2024 08:27:17 AM,09/02/2024 08:27:30 AM,,,,,c08e273d491e08d5672956f945,smc,Last hour,Google,,female,18_to_29,south_atlantic,ios_mobile,0_to_9999
